song_name,cleaned_artists,popularity
It'll Never Be Over For Me,Baby Washington,8
Unless You Care,Terry Black,0
The Door Is Still Open to My Heart,Dean Martin,35
Slaughter On Tenth Avenue,The Ventures,24
Who Can I Turn To (When Nobody Needs Me),"['Queen Latifah', 'Tony Bennett']",31
Don't Ever Leave Me,Connie Francis,11
Needle In A Haystack,The Velvelettes,55
Here She Comes,The Tymes,9
I Won't Forget You,Jim Reeves,19
Pretend You Don't See Her,Bobby Vee,1
Do Wah Diddy Diddy,Manfred Mann,63
I Don't Want To See You Again,Peter And Gordon,1
Little Honda,The Hondells,7
We'll Sing in the Sunshine,Gale Garnett,32
Chug-A-Lug,Roger Miller,44
When You Walk In The Room,The Searchers,10
You Should Have Seen The Way He Looked At Me,The Dixie Cups,12
Little Marie,Chuck Berry,29
Silly Little Girl,The Tams,8
I Like It,Gerry & The Pacemakers,1
I'm Crying,The Animals,32
Tobacco Road,The Nashville Teens,30
Dancing In The Street,Martha Reeves & The Vandellas,65
Wendy,The Beach Boys,28
Runnin' Out of Fools,Aretha Franklin,26
Jump Back,Rufus Thomas,1
When You're Young And In Love,Ruby And The Romantics,4
Hey Now,Lesley Gore,14
Beautician Blues,B.B. King,14
Sometimes I Wish I Were A Boy,Lesley Gore,9
Never Trust A Woman,B.B. King,29
A Summer Song,Chad & Jeremy,45
Baby Don't You Do It,Marvin Gaye,23
"Softly, As I Leave You",Frank Sinatra,23
I Don't Want To See Tomorrow,Nat King Cole,16
Little Honda,The Beach Boys,32
Look Away,Garnet Mimms,4
That's Where It's At,Sam Cooke,45
Times Have Changed,Irma Thomas,18
When I Grow Up (To Be a Man),The Beach Boys,29
Ride The Wild Surf,Jan & Dean,15
You Must Believe Me,The Impressions,18
I've Got Sand in My Shoes,The Drifters,29
All Cried Out,Dusty Springfield,13
Death Of An Angel,The Kingsmen,16
Funny Girl,Barbra Streisand,36
So Long Dearie,Louis Armstrong,12
It Hurts To Be In Love,Gene Pitney,13
Baby I Need Your Loving,Four Tops,63
Remember (Walkin' In The Sand),The Shangri-Las,44
Bread and Butter,The Newbeats,47
On the Street Where You Live,Andy Williams,15
Girl (Why You Wanna Make Me Blue),The Temptations,36
Funny How Time Slips Away,Joe Hinton,2
Do You Want To Dance,Del Shannon with Orchestra,0
Baby Baby All the Time,The Superbs,5
Garden In The Rain,Vic Dana,0
G.T.O.,Ronny & The Daytonas,37
That's What Love Is Made Of,Smokey Robinson & The Miracles,23
Rhythm,Major Lance,2
Matchbox,Terry Wayne,1
The James Bond Theme,Billy Strange,3
Yes I Do,Solomon Burke,0
Haunted House,Jumpin' Gene Simmons,16
The House of the Rising Sun,The Animals,71
Slow Down,The Smithereens,6
Try Me,Jimmy Hughes,6
I Wouldn't Trade You For The World,The Bachelors,11
L-O-V-E,Nat King Cole,63
Things In This House,Bobby Darin,0
Don't Spread It Around,Barbara Lynn,7
Where Did Our Love Go,The Supremes,3
Maybelline,Johnny Rivers,12
Michael,Trini Lopez,8
The Cat,"['Jimmy Smith', 'Lalo Schifrin']",36
It's All Over,Ben E. King with orchestra,5
Somebody New,Chuck Jackson,0
I Guess I'm Crazy,Jim Reeves,31
Everybody Loves Somebody,Dean Martin,58
Because,The Dave Clark Five,32
Always Together,Al Martino,1
In The Misty Moonlight,Jerry Wallace,13
Selfish One,Jackie Ross,34
There's Always Something There to Remind Me,Lou Johnson,22
Candy To Me,Eddie Holland,0
Knock! Knock! (Who's There?),The Orlons,4
It's for You,Cilla Black,9
Soon I'll Wed My Love,John Gary,0
Clinging Vine,Bobby Vinton,2
Under the Boardwalk,The Drifters,67
Say You,Ronnie Dove,6
Maybe I Know,Lesley Gore,35
He's In Town,The Tokens,8
You Never Can Tell,Chuck Berry,67
If I Fell,Rockabye Baby!,32
I've Got No Time To Lose,Carla Thomas,3
Hold Me,P.J. Proby,13
And I Love Her,BNB,28
Sweet William,Millie Small,6
Worry,Johnny Tillotson,3
Where Love Has Gone,Jack Jones,4
I Stand Accused,Jerry Butler,0
I Wanna Thank You,The Enchanters,0
Rockin' Robin,The Rivieras,5
"Someone, Someone",Brian Poole & The Tremeloes,0
The Clock,Baby Washington,1
Wishin' And Hopin',Dusty Springfield,47
People Say,The Dixie Cups,20
Just Be True,Gene Chandler,0
I'll Cry Instead,Chet Atkins,7
Ain't She Sweet,The Beatles,21
One More Tear,The Raindrops,0
Steal Away,Jimmy Hughes,33
The Little Old Lady (From Pasadena),Jan & Dean,43
Handy Man,Del Shannon,16
Hey Girl Don't Bother Me,The Tams,39
I Wanna Love Him So Bad,The Jelly Beans,18
(You Don't Know) How Glad I Am,Nancy Wilson,38
Tell Me (You're Coming Back),Andrew Oldham Orchestra,7
Little Latin Lupe Lu,The Kingsmen,19
I'll Always Love You,Brenda Holloway,4
Everybody Needs Somebody to Love,Solomon Burke,56
A House Is Not a Home,Dionne Warwick,28
I Don't Care [Just As Long As You Love Me],Buck Owens,21
A Taste of Honey,Tony Bennett,8
Lover's Prayer,Wallace Brothers,0
I Get Around,The Beach Boys,42
Keep On Pushing,The Impressions,39
"Mixed-Up, Shook-Up Girl",Patty & The Emblems,48
Angelito,Rene y Rene,19
Looking For Love,Connie Francis,11
A House Is Not A Home,Brook Benton,20
Thank You Baby,The Shirelles,4
Frankie and Johnny,The Greenwood County Singers,0
Dang Me,Roger Miller,46
The Girl from Ipanema,"['Stan Getz', 'Astrud Gilberto', 'João Gilberto']",48
Nobody I Know,Peter And Gordon,25
I Like It Like That,Smokey Robinson & The Miracles,17
Love Is All We Need,Vic Dana,0
I Can't Get You Out of My Heart,Al Martino,19
Memphis,The Karaoke Channel,0
Can't You See That She's Mine,The Karaoke Channel,0
You're My World,Cilla Black,14
Try It Baby,Marvin Gaye,19
I Believe,The Bachelors,13
Do I Love You?,The Ronettes,31
I Should Have Known Better,Brazilian Tropical Orchestra,13
Sailor Boy,The Chiffons,4
People,Barbra Streisand,27
Good Times,Sam Cooke,50
Don't Throw Your Love Away,The Searchers,8
My Boy Lollipop,Millie Small,21
Don't Let the Sun Catch You Crying,Gerry & The Pacemakers,12
Anyone Who Knows What Love Is (Will Understand),Irma Thomas,57
Share Your Love With Me,"Bobby ""Blue"" Bland",12
Bama Lama Bama Loo,Little Richard,26
Sunny,Neil Sedaka,5
You're No Good,The Swinging Blue Jeans,38
Don’t Worry Baby,"['The Beach Boys', 'Royal Philharmonic Orchestra']",35
Bad to Me,The Karaoke Channel,0
Alone,Frankie Valli & The Four Seasons,29
What Have I Got of My Own,Trini Lopez,4
Tennessee Waltz,Sam Cooke,41
No Particular Place To Go,Chuck Berry,59
Girls,Major Lance,1
I'm Happy Just To Dance With You,The Smithereens,13
All Grown Up,The Crystals,15
Bachelor Boy,Norrie Paramor & His Orchestra,0
A World Without Love,Peter And Gordon,42
Chapel Of Love,The Dixie Cups,54
I'll Be In Trouble,The Temptations,14
The World I Used To Know,Jimmie Rodgers,1
Not Fade Away,The Rolling Stones,23
Beg Me,Chuck Jackson,0
The Ferris Wheel,The Everly Brothers,0
It Ain't No Use,Major Lance,1
Yesterday's Gone,"['Chad', 'Jeremy']",0
Walk on By,Dionne Warwick,59
What's the Matter with You Baby ?,Marvin Gaye and Mary Wells,0
Lazy Elsie Molly,Chubby Checker,4
Don't Take Your Love from Me,"['Gloria Lynne', 'Marty Paich']",0
Hickory Dick And Doc,Bobby Vee,3
It Will Stand,Showmen,0
I'm the One,Gerry & The Pacemakers,25
She's My Girl,Bobby Shafto,2
Today,The New Christy Minstrels,27
Beans In My Ears,The Serendipity Singers,6
Diane,The Bachelors,25
My Guy,Mary Wells,67
Tell Me Why,Bobby Vinton,26
Giving Up,Gladys Knight & The Pips,18
Milord,Bobby Darin,6
Party Girl,Bernadette Carroll,11
Just Ain't Enough Love,Eddie Holland,0
My Heart Skips A Beat,Buck Owens,42
Like Columbus Did,The Reflections,1
Tears And Roses,Al Martino,5
Do You Love Me,The Karaoke Channel,0
Every Little Bit Hurts,Brenda Holloway,42
The World of Lonely People,Anita Bryant,0
Yesterday's Gone,The Overlanders,0
I Don’t Want to Hear It Anymore,Jerry Butler,0
Once Upon a Time,Marvin Gaye and Mary Wells,0
(Just Like) Romeo & Juliet,The Reflections,26
P.S. I Love You,Tino Reyes Trio,9
Rock Me Baby,"['B.B. King', 'Eric Clapton']",46
Be Anything (But Be Mine),Connie Francis,13
Cotton Candy,Al Hirt,20
Another Cup Of Coffee,Brook Benton,3
I Wanna Be Loved,Dean & Jean,3
Three Window Coupe,The Rip Chords,5
I Don't Want To Be Hurt Anymore,Nat King Cole,8
I Don't Wanna Be A Loser,Lesley Gore,14
It's Over,Roy Orbison,53
"I Rise, I Fall",Johnny Tillotson,16
Goodbye Baby (Baby Goodbye),Solomon Burke,25
Sugar And Spice,The Searchers,2
Donnie,The Bermudas,4
A World Without Love,Bobby Rydell,20
Night Time Is the Right Time,"['Rufus Thomas', 'Carla Thomas']",0
Bits and Pieces,The Karaoke Channel,0
I'm So Proud,The Impressions,47
Wish Someone Would Care,Irma Thomas,42
Gonna Get Along Without You Now,Skeeter Davis,32
One Way Love,The Drifters,22
Kiko,Jimmy McGriff,8
That's Really some Good,"['Rufus Thomas', 'Carla Thomas']",0
Good Time Tonight,The Soul Sisters,7
The Magic Of Our Summer Love,The Tymes,3
Dead Man's Curve,Jan & Dean,39
Do You Want To Know A Secret,BNB,20
White on White,Danny Williams,0
Shangri-La,"Robert Maxwell, His Harps & His Orchestra",0
Whenever He Holds You,Bobby Goldsboro,5
One Girl,Garnet Mimms,5
Yesterday's Hero,Gene Pitney,6
Don't Let The Rain Come Down (Crooked Little Man),The Serendipity Singers,15
Suspicion,Terry Stafford,39
Can't Buy Me Love,John Pizzarelli,20
Soul Serenade,King Curtis,9
The Loneliest Night,Dale & Grace,0
From Russia with Love,The Village Stompers,5
Tequila,Bill Black's Combo,11
Let's Have a Party,The Rivieras,0
Money,The Kingsmen,1
The Shoop Shoop Song (It's in His Kiss),Betty Everett,8
(The Best Part Of) Breakin' Up,The Ronettes,34
Kiss Me Sailor,Diane Renay,9
That's The Way Boys Are,Lesley Gore,27
I'm Loving You More Every Day,Leela James,33
Long Tall Shorty,Tommy Tucker,4
Security,Otis Redding,27
Glad All Over,The Dave Clark Five,29
The Matador,Major Lance,1
Ebb Tide,Lenny Welch,6
Thank You Girl,The Smithereens,7
You're A Wonderful One,Marvin Gaye,27
In My Lonely Room,Martha Reeves & The Vandellas,21
That's When It Hurts,Ben E. King,0
Little Donna,The Rivieras,7
Have I Stayed Away Too Long,Bobby Bare,20
The Way You Do The Things You Do,The Temptations,65
Needles and Pins,The Searchers,14
Stay Awhile,Dusty Springfield,27
Can You Do It,The Contours,10
Hey Bobba Needle,Chubby Checker,0
Nadine (Is It You?),Chuck Berry,15
The New Girl In School,Jan & Dean,23
Giving Up On Love,Jerry Butler,0
The Wonder of You,Ray Peterson,19
Big Party,Barbara & The Browns,0
The Little White Cloud That Cried,Wayne Newton,1
Ain't Nothing You Can Do,"Bobby ""Blue"" Bland",20
All My Loving,Rockabye Baby!,34
T'ain't Nothin' to Me,The Coasters,0
I Should Care,Gloria Lynne,0
Come to Me,Otis Redding,39
Gee,The Pixies Three,2
I Want To Hold Your Hand,The Beatles,43
My Heart Belongs to Only You,Bobby Vinton,42
Stay,Frankie Valli & The Four Seasons,30
"Hippy, Hippy Shake",The Swinging Blue Jeans,5
"Fun, Fun, Fun",The Beach Boys,49
Dawn (Go Away),Frankie Valli & The Four Seasons,28
I Can't Stand It,The Soul Sisters,4
You Can't Do That,The Smithereens,13
Castles In The Sand,Stevie Wonder,16
Book Of Love,The Raindrops,0
Our Everlasting Love,Ruby And The Romantics,3
When Joanna Loved Me,Tony Bennett,11
I'm the Lonely One,Cliff Richard & The Shadows,4
Hi-Heel Sneakers,Tommy Tucker,9
Tell It on the Mountain,"Peter, Paul and Mary",42
I Saw Her Standing There,BNB,18
You Lied To Your Daddy,The Tams,6
It's All Right (You're Just In Love),The Tams,6
Somebody Stole My Dog,Rufus Thomas,3
High On A Hill,Scott English,13
Blue Winter,Connie Francis,18
Navy Blue,Diane Renay,26
Rip Van Winkle,The Devotions,2
My Heart Cries for You,The Allan Davies Singers,1
Congratulations,Ricky Nelson,10
There's A Place,The Smithereens,0
Roll over Beethoven,Iamcu Students,0
I'm On Fire,"['Jerry Lee Lewis', 'David Kemper', 'Gerald McGee']",26
People,Nat King Cole,5
See the Funny Little Clown,Bobby Goldsboro,19
Understand Your Man,Johnny Cash,42
Worried Guy,Johnny Tillotson,0
(You Can't Let The Boy Overpower) The Man In You,The Miracles,18
Love With The Proper Stranger,Jack Jones,13
To Each His Own,The Tymes,3
A Letter to the Beatles,The Four Preps,7
California Sun,The Rivieras,50
I Only Want To Be With You,Dusty Springfield,57
The Shelter of Your Arms,Sammy Davis Jr.,14
Who Do You Love,The Sapphires,38
I Wish You Love,Gloria Lynne,3
Puppy Love,Barbara Lewis,16
Can Your Monkey Do the Dog,Rufus Thomas,15
He'll Have to Go,Solomon Burke,18
Long Gone Lonesome Blues,"Hank Williams, Jr.",32
(That's) What The Nitty Gritty Is,Shirley Ellis,16
Tell Me Baby,Garnet Mimms & The Enchanters,29
Abigail Beecher,Freddy Cannon,1
Stop and Think It Over,Dale & Grace,0
Bird Dance Beat,The Trashmen,24
Miller's Cave,Bobby Bare,27
You Don't Own Me,Lesley Gore,58
The Boy With the Beatle Hair,The Swans,3
"Run, Run, Run",The Supremes,31
I Wonder Who's Kissing Her Now,Bobby Darin,4
"Um, Um, Um, Um, Um, Um, Um",Major Lance,48
What Kind of Fool (Do You Think I Am),The Tams,28
Hey Little Cobra,The Rip Chords,28
Talking About My Baby,The Impressions,36
What's Easy for Two Is so Hard for One,Mary Wells,1
Vaya Con Dios,The Drifters,17
Bye Bye Barbara,Johnny Mathis,5
He Walks Like A Man,Jody Miller,5
Custom Machine,Bruce & Terry,5
For You,Ricky Nelson,14
Anyone Who Had a Heart,Dionne Warwick,38
Hooka Tooka,Chubby Checker,1
Going Going Gone,Brook Benton,2
He Says the Same Things to Me,Skeeter Davis,10
Leaving Here,Eddie Holland,29
So Far Away,Hank Jacobs,1
You Were Wrong,Z.Z. Hill,0
It's All in the Game,Cliff Richard,22
Surfin' Bird,The Trashmen,50
That Girl Belongs To Yesterday,Gene Pitney,7
I'll Remember (In the Still of the Night),Santo & Johnny,3
442 Glenwood Avenue,The Pixies Three,6
Harlem Shuffle,Bob & Earl,49
Little Boxes,Pete Seeger,41
"Saginaw, Michigan",Lefty Frizzell,37
Forget Him,Bobby Rydell,14
There! I've Said It Again,Bobby Vinton,36
As Usual,Brenda Lee,22
Popsicles And Icicles,The Murmaids,27
How Much Can A Lonely Heart Stand,Skeeter Davis,3
"Please, Please, Please",James Brown & The Famous Flames,29
"Baby, I Love You",The Ronettes,47
Drag City,Jan & Dean,24
Somewhere,The Tymes,5
I Can't Stop Talking About You,"['Steve Lawrence', 'Eydie Gormé']",1
Pain in My Heart,Otis Redding,45
(I'm Watching) Every Little Move You Make,Peggy March,6
Baby What You Want Me To Do,Etta James,12
Little Boy,The Crystals,15
Here's a Heart,The Diplomats,0
True Love Goes on and On,Burl Ives,0
Since I Fell for You,Lenny Welch,31
When The Lovelight Starts Shining Through His Eyes,The Supremes,37
Girls Grow Up Faster Than Boys,"['Original Mix', 'The Cookies']",0
Quicksand,Martha Reeves & The Vandellas,29
"My One and Only, Jimmy Boy",The Girlfriends,1
Dumb Head,Ginny Arnell,0
Tonight You're Gonna Fall In Love With Me,The Shirelles,4
If Somebody Told You,Anna King,10
Midnight Mary,Joey Powers,11
Wives And Lovers,Jack Jones,47
Talk Back Trembling Lips,Johnny Tillotson,33
That Lucky Old Sun,Uros Perich Perry,3
Need To Belong,Jerry Butler,7
Can I Get A Witness,Marvin Gaye,13
In The Summer Of His Years,Connie Francis,17
You're No Good,Betty Everett,35
Stay With Me,Frank Sinatra,13
Here Comes the Boy,Tracey Dey,2
You Don't Have To Be A Baby To Cry,The Caravelles,4
I Gotta Dance To Keep From Crying,The Miracles,17
Pretty Paper,Roy Orbison,28
Loddy Lo,Chubby Checker,20
The Marvelous Toy,Chad Mitchell Trio,7
Snap Your Fingers,Barbara Lewis,4
Do-Wah Diddy,The Exciters,14
When You Walk In The Room,Jackie DeShannon,26
Who's Been Sleeping in My Bed?,Linda Scott,1
Kansas City,Trini Lopez,7
Be True To Your School,The Beach Boys,28
Bon-doo-wah,The Orlons,4
That Boy John,The Raindrops,0
Please,Frank Ifield,3
Come Dance With Me,Jay & The Americans,18
Charade,Andy Williams,18
I'm Leaving It All up to You,"['The Boogie Kings', 'Dale & Grace']",2
The Boy Next Door,The Secrets,3
Everybody,Tommy Roe,16
In My Room,"['The Beach Boys', 'Royal Philharmonic Orchestra']",26
Stewball,"Peter, Paul and Mary",21
For Your Sweet Love,The Cascades,17
Baby's Gone,Gene Thomas,1
"Cold, Cold Winter",The Pixies Three,3
Coming Back To You,Maxine Brown,0
Wonderful Summer,Robin Ward,13
Walking the Dog,Rufus Thomas,34
Bad Girl,Neil Sedaka,6
She's A Fool,Lesley Gore,26
Be Mad Little Girl,Bobby Darin,1
Raise Your Glass (Glee Cast Version) (feat. Darren Criss),"['Glee Cast', 'Darren Criss']",45
Misery (Glee Cast Version) (feat. Darren Criss),"['Glee Cast', 'Darren Criss']",43
Landslide (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast,43
Candles (Glee Cast Version),Glee Cast,37
Do You Wanna Touch Me (Oh Yeah) (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast,39
Animal (Glee Cast Version),Glee Cast,41
Kiss (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast,36
DJ Got Us Fallin' In Love (feat. Pitbull),"['Pitbull', 'Usher']",42
The Shape I'm In - Radio Version,Joe Nichols,36
Just A Dream - Main,Nelly,70
Baby (Glee Cast Version),Glee Cast,39
Sing (Glee Cast Version),Glee Cast,41
Take Me Or Leave Me (Glee Cast Version),Glee Cast,42
Somebody To Love (Glee Cast Version) - Cover of Queen Song,Glee Cast,57
Forget You (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast,53
Firework (Glee Cast Version),Glee Cast,42
Thriller / Heads Will Roll (Glee Cast Version),Glee Cast,47
"Bills, Bills, Bills (Glee Cast Version) (feat. Darren Criss)","['Glee Cast', 'Darren Criss']",45
Silly Love Songs (Glee Cast Version),Glee Cast,41
When I Get You Alone (Glee Cast Version) (feat. Darren Criss),"['Glee Cast', 'Darren Criss']",42
Fat Bottomed Girls (Glee Cast Version),Glee Cast,41
P.Y.T. (Pretty Young Thing) (Glee Cast Version),Glee Cast,39
Need You Now (Glee Cast Version),Glee Cast,46
She's Not There (Glee Cast Version),Glee Cast,37
I Like It ( Enrique Iglesias Featuring Pitbull ),"['Anand Clique', 'Archuleta Maroon']",1
Give In to Me (Garrett Hedlund and Leighton Meester Tribute),Saxtribution,4
Club Can't Handle Me - (Instrumental) Originally performed by Flo Rida featuring David Guetta,Downstairs Productions,0
Love The Way You Lie (Karaoke) In The Style Of Eminem Featuring Rihanna,Music Factory Karaoke,0
Runaway (In The Style Of Kanye West Featuring Pusha T),Ameritz Audio Karaoke,0
Check It Out (Will.i.am & Nicki Minaj Party Tribute),Ultimate Party Jams,0
As She's Walking Away (In the Style of Zac Brown Band Featuring Alan Jackson) [Karaoke Version],Ameritz Karaoke Entertainment,0
Hit It Again - Single Version,3OH!3,10
Letting Go (Dutty Love) featuring Nicki Minaj,"['Sean Kingston', 'Nicki Minaj']",56
"Baby, It's Cold Outside (Glee Cast Version) (feat. Darren Criss)","['Glee Cast', 'Darren Criss']",34
Welcome Christmas (Originally Performed by Glee Cast) [Karaoke Version],Holiday Inn,0
Dog Days Are Over (Glee Cast Version),Glee Cast,40
(I've Had) The Time Of My Life (Glee Cast Version),Glee Cast,47
Valerie - Glee Cast Version,Glee Cast,61
Boots (Made Famous by The Killers),The Future Hit Makers,3
Don't Cry For Me Argentina (Glee Cast - Rachel/Lea Michele Solo Version),Glee Cast,37
Singing In The Rain / Umbrella (Glee Cast Version featuring Gwyneth Paltrow),Glee Cast,52
Just The Way You Are (Glee Cast Version),Glee Cast,49
Teenage Dream (Glee Cast Version) - Acoustic,Glee Cast,52
Start Me Up / Livin' On A Prayer (Glee Cast Version),Glee Cast,46
One Love (People Get Ready) (Glee Cast Version),Glee Cast,43
California Gurls (Karaoke) In The Style Of Katy Perry Featuring Snoop Dogg,Music Factory Karaoke,0
Airplanes (Karaoke) In The Style Of B.o.B Featuring Hayley Williams,Music Factory Karaoke,0
Toot It and Boot It (Female Version feat. dj tb yg),The Check'm Girls Presented By Charlie Boy,2
Time Warp (Glee Cast Tribute Version),The Hit Nation,6
OMG (Karaoke) In The Style Of Usher Featuring will.i.am,Music Factory Karaoke,0
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup Song] - Shakira featuring Freshlyground (Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup Song](Instrumental),DJ ReDo,0
